
>>> Condition Data >>>

    27575291 of 30036600000 molecules passed the conditions (0.09 percent).
  - 579:   100.0000 percent of the time (13653 hits)
  - 580:   100.0000 percent of the time (13653 hits)
  - 581:   100.0000 percent of the time (13653 hits)
  - 582:   100.0000 percent of the time (13653 hits)
  - 583:   100.0000 percent of the time (13653 hits)
  - 584:   100.0000 percent of the time (13653 hits)
  - 585:   100.0000 percent of the time (13653 hits)
  - 586:   100.0000 percent of the time (13653 hits)
  - 587:   100.0000 percent of the time (13653 hits)
  - 588:   100.0000 percent of the time (13653 hits)
  - 589:   100.0000 percent of the time (13653 hits)
  - 590:   100.0000 percent of the time (13653 hits)
  - 591:   100.0000 percent of the time (13653 hits)
  - 592:   100.0000 percent of the time (13653 hits)
  - 593:   100.0000 percent of the time (13653 hits)
  - 594:   100.0000 percent of the time (13653 hits)
  - 595:   100.0000 percent of the time (13653 hits)
  - 596:   100.0000 percent of the time (13653 hits)
  - 597:   100.0000 percent of the time (13653 hits)
  - 598:   100.0000 percent of the time (13653 hits)
  - 599:   100.0000 percent of the time (13653 hits)
  - 600:   100.0000 percent of the time (13653 hits)
  - 601:   100.0000 percent of the time (13653 hits)
  - 602:   100.0000 percent of the time (13653 hits)
  - 603:   100.0000 percent of the time (13653 hits)
  - 604:   100.0000 percent of the time (13653 hits)
  - 605:   100.0000 percent of the time (13653 hits)
  - 606:   100.0000 percent of the time (13653 hits)
  - 607:   100.0000 percent of the time (13653 hits)
  - 608:   100.0000 percent of the time (13653 hits)
  - 609:   100.0000 percent of the time (13653 hits)
  - 610:   100.0000 percent of the time (13653 hits)
  - 611:   100.0000 percent of the time (13653 hits)
  - 612:   100.0000 percent of the time (13653 hits)
  - 613:   100.0000 percent of the time (13653 hits)
  - 614:   100.0000 percent of the time (13653 hits)
  - 615:   100.0000 percent of the time (13653 hits)
  - 616:   100.0000 percent of the time (13653 hits)
  - 617:   100.0000 percent of the time (13653 hits)
  - 618:   100.0000 percent of the time (13653 hits)
  - 619:   100.0000 percent of the time (13653 hits)
  - 620:   100.0000 percent of the time (13653 hits)
  - 621:   100.0000 percent of the time (13653 hits)
  - 622:   100.0000 percent of the time (13653 hits)
  - 623:   100.0000 percent of the time (13653 hits)
  - 624:   100.0000 percent of the time (13653 hits)
  - 625:   100.0000 percent of the time (13653 hits)
  - 626:   100.0000 percent of the time (13653 hits)
  - 627:   100.0000 percent of the time (13653 hits)
  - 628:   100.0000 percent of the time (13653 hits)
  - 629:   100.0000 percent of the time (13653 hits)
  - 630:   100.0000 percent of the time (13653 hits)
  - 631:   100.0000 percent of the time (13653 hits)
  - 632:   100.0000 percent of the time (13653 hits)
  - 633:   100.0000 percent of the time (13653 hits)
  - 634:   100.0000 percent of the time (13653 hits)
  - 635:   100.0000 percent of the time (13653 hits)
  - 636:   100.0000 percent of the time (13653 hits)
  - 637:   100.0000 percent of the time (13653 hits)
  - 638:   100.0000 percent of the time (13653 hits)
  - 639:   100.0000 percent of the time (13653 hits)
  - 640:   100.0000 percent of the time (13653 hits)
  - 641:   100.0000 percent of the time (13653 hits)
  - 642:   100.0000 percent of the time (13653 hits)
  - 643:   100.0000 percent of the time (13653 hits)
  - 644:   100.0000 percent of the time (13653 hits)
  - 645:   100.0000 percent of the time (13653 hits)
  - 646:   100.0000 percent of the time (13653 hits)
  - 647:   100.0000 percent of the time (13653 hits)
  - 648:   100.0000 percent of the time (13653 hits)
  - 649:   100.0000 percent of the time (13653 hits)
  - 650:   100.0000 percent of the time (13653 hits)
  - 651:   100.0000 percent of the time (13653 hits)
  - 652:   100.0000 percent of the time (13653 hits)
  - 653:   100.0000 percent of the time (13653 hits)
  - 654:   100.0000 percent of the time (13653 hits)
  - 655:   100.0000 percent of the time (13653 hits)
  - 656:   100.0000 percent of the time (13653 hits)
  - 657:   100.0000 percent of the time (13653 hits)
  - 658:   100.0000 percent of the time (13653 hits)
  - 659:   100.0000 percent of the time (13653 hits)
  - 660:   100.0000 percent of the time (13653 hits)
  - 661:   100.0000 percent of the time (13653 hits)
  - 662:   100.0000 percent of the time (13653 hits)
  - 663:   100.0000 percent of the time (13653 hits)
  - 664:   100.0000 percent of the time (13653 hits)
  - 665:   100.0000 percent of the time (13653 hits)
  - 666:   100.0000 percent of the time (13653 hits)
  - 667:   100.0000 percent of the time (13653 hits)
  - 668:   100.0000 percent of the time (13653 hits)
  - 669:   100.0000 percent of the time (13653 hits)
  - 670:   100.0000 percent of the time (13653 hits)
  - 671:   100.0000 percent of the time (13653 hits)
  - 672:   100.0000 percent of the time (13653 hits)
  - 673:   100.0000 percent of the time (13653 hits)
  - 674:   100.0000 percent of the time (13653 hits)
  - 675:   100.0000 percent of the time (13653 hits)
  - 676:   100.0000 percent of the time (13653 hits)
  - 677:   100.0000 percent of the time (13653 hits)
  - 678:   100.0000 percent of the time (13653 hits)
  - 679:   100.0000 percent of the time (13653 hits)
  - 680:   100.0000 percent of the time (13653 hits)
  - 681:   100.0000 percent of the time (13653 hits)
  - 682:   100.0000 percent of the time (13653 hits)
  - 683:   100.0000 percent of the time (13653 hits)
  - 684:   100.0000 percent of the time (13653 hits)
  - 685:   100.0000 percent of the time (13653 hits)
  - 686:   100.0000 percent of the time (13653 hits)
  - 687:   100.0000 percent of the time (13653 hits)
  - 688:   100.0000 percent of the time (13653 hits)
  - 689:   100.0000 percent of the time (13653 hits)
  - 690:   100.0000 percent of the time (13653 hits)
  - 691:   100.0000 percent of the time (13653 hits)
  - 692:   100.0000 percent of the time (13653 hits)
  - 693:   100.0000 percent of the time (13653 hits)
  - 694:   100.0000 percent of the time (13653 hits)
  - 695:   100.0000 percent of the time (13653 hits)
  - 696:   100.0000 percent of the time (13653 hits)
  - 697:   100.0000 percent of the time (13653 hits)
  - 698:   100.0000 percent of the time (13653 hits)
  - 699:   100.0000 percent of the time (13653 hits)
  - 700:   100.0000 percent of the time (13653 hits)
  - 701:   100.0000 percent of the time (13653 hits)
  - 702:   100.0000 percent of the time (13653 hits)
  - 703:   100.0000 percent of the time (13653 hits)
  - 704:   100.0000 percent of the time (13653 hits)
  - 705:   100.0000 percent of the time (13653 hits)
  - 706:   100.0000 percent of the time (13653 hits)
  - 707:   100.0000 percent of the time (13653 hits)
  - 708:   100.0000 percent of the time (13653 hits)
  - 709:   100.0000 percent of the time (13653 hits)
  - 710:   100.0000 percent of the time (13653 hits)
  - 711:   100.0000 percent of the time (13653 hits)
  - 712:   100.0000 percent of the time (13653 hits)
  - 713:   100.0000 percent of the time (13653 hits)
  - 714:   100.0000 percent of the time (13653 hits)
  - 715:   100.0000 percent of the time (13653 hits)
  - 716:   100.0000 percent of the time (13653 hits)
  - 717:   100.0000 percent of the time (13653 hits)
  - 718:   100.0000 percent of the time (13653 hits)
  - 719:   100.0000 percent of the time (13653 hits)
  - 720:   100.0000 percent of the time (13653 hits)
  - 721:   100.0000 percent of the time (13653 hits)
  - 722:   100.0000 percent of the time (13653 hits)
  - 723:   100.0000 percent of the time (13653 hits)
  - 724:   100.0000 percent of the time (13653 hits)
  - 725:   100.0000 percent of the time (13653 hits)
  - 726:   100.0000 percent of the time (13653 hits)
  - 727:   100.0000 percent of the time (13653 hits)
  - 728:   100.0000 percent of the time (13653 hits)
  - 729:   100.0000 percent of the time (13653 hits)
  - 730:   100.0000 percent of the time (13653 hits)
  - 731:   100.0000 percent of the time (13653 hits)
  - 732:   100.0000 percent of the time (13653 hits)
  - 733:   100.0000 percent of the time (13653 hits)
  - 734:   100.0000 percent of the time (13653 hits)
  - 735:   100.0000 percent of the time (13653 hits)
  - 736:   100.0000 percent of the time (13653 hits)
  - 737:   100.0000 percent of the time (13653 hits)
  - 738:   100.0000 percent of the time (13653 hits)
  - 739:   100.0000 percent of the time (13653 hits)
  - 740:   100.0000 percent of the time (13653 hits)
  - 741:   100.0000 percent of the time (13653 hits)
  - 742:   100.0000 percent of the time (13653 hits)
  - 743:   100.0000 percent of the time (13653 hits)
  - 744:   100.0000 percent of the time (13653 hits)
  - 745:   100.0000 percent of the time (13653 hits)
  - 746:   100.0000 percent of the time (13653 hits)
  - 747:   100.0000 percent of the time (13653 hits)
  - 748:   100.0000 percent of the time (13653 hits)
  - 749:   100.0000 percent of the time (13653 hits)
  - 750:   100.0000 percent of the time (13653 hits)
  - 751:   100.0000 percent of the time (13653 hits)
  - 752:   100.0000 percent of the time (13653 hits)
  - 753:   100.0000 percent of the time (13653 hits)
  - 754:   100.0000 percent of the time (13653 hits)
  - 755:   100.0000 percent of the time (13653 hits)
  - 756:   100.0000 percent of the time (13653 hits)
  - 757:   100.0000 percent of the time (13653 hits)
  - 758:   100.0000 percent of the time (13653 hits)
  - 759:   100.0000 percent of the time (13653 hits)
  - 760:   100.0000 percent of the time (13653 hits)
  - 761:   100.0000 percent of the time (13653 hits)
  - 762:   100.0000 percent of the time (13653 hits)
  - 763:   100.0000 percent of the time (13653 hits)
  - 764:   100.0000 percent of the time (13653 hits)
  - 765:   100.0000 percent of the time (13653 hits)
  - 766:   100.0000 percent of the time (13653 hits)
  - 767:   100.0000 percent of the time (13653 hits)
  - 768:   100.0000 percent of the time (13653 hits)
  - 769:   100.0000 percent of the time (13653 hits)
  - 770:   100.0000 percent of the time (13653 hits)
  - 771:   100.0000 percent of the time (13653 hits)
  - 772:   100.0000 percent of the time (13653 hits)
  - 773:   100.0000 percent of the time (13653 hits)
  - 774:   100.0000 percent of the time (13653 hits)
  - 775:   100.0000 percent of the time (13653 hits)
  - 776:   100.0000 percent of the time (13653 hits)
  - 777:   100.0000 percent of the time (13653 hits)
  - 778:   100.0000 percent of the time (13653 hits)
  - 779:   100.0000 percent of the time (13653 hits)
  - 780:   100.0000 percent of the time (13653 hits)
  - 781:   100.0000 percent of the time (13653 hits)
  - 782:   100.0000 percent of the time (13653 hits)
  - 783:   100.0000 percent of the time (13653 hits)
  - 784:   100.0000 percent of the time (13653 hits)
  - 785:   100.0000 percent of the time (13653 hits)
  - 786:   100.0000 percent of the time (13653 hits)
  - 787:   100.0000 percent of the time (13653 hits)
  - 788:   100.0000 percent of the time (13653 hits)
  - 789:   100.0000 percent of the time (13653 hits)
  - 790:   100.0000 percent of the time (13653 hits)
  - 791:   100.0000 percent of the time (13653 hits)
  - 792:   100.0000 percent of the time (13653 hits)
  - 793:   100.0000 percent of the time (13653 hits)
  - 794:   100.0000 percent of the time (13653 hits)
  - 795:   100.0000 percent of the time (13653 hits)
  - 796:   100.0000 percent of the time (13653 hits)
  - 797:   100.0000 percent of the time (13653 hits)
  - 798:   100.0000 percent of the time (13653 hits)
  - 799:   100.0000 percent of the time (13653 hits)
  - 800:   100.0000 percent of the time (13653 hits)
  - 801:   100.0000 percent of the time (13653 hits)
  - 802:   100.0000 percent of the time (13653 hits)
  - 803:   100.0000 percent of the time (13653 hits)
  - 804:   100.0000 percent of the time (13653 hits)
  - 805:   100.0000 percent of the time (13653 hits)
  - 806:   100.0000 percent of the time (13653 hits)
  - 807:   100.0000 percent of the time (13653 hits)
  - 808:   100.0000 percent of the time (13653 hits)
  - 809:   100.0000 percent of the time (13653 hits)
  - 810:   100.0000 percent of the time (13653 hits)
  - 811:   100.0000 percent of the time (13653 hits)
  - 812:   100.0000 percent of the time (13653 hits)
  - 813:   100.0000 percent of the time (13653 hits)
  - 814:   100.0000 percent of the time (13653 hits)
  - 815:   100.0000 percent of the time (13653 hits)
  - 816:   100.0000 percent of the time (13653 hits)
  - 817:   100.0000 percent of the time (13653 hits)
  - 818:   100.0000 percent of the time (13653 hits)
  - 819:   100.0000 percent of the time (13653 hits)
  - 820:   100.0000 percent of the time (13653 hits)
  - 821:   100.0000 percent of the time (13653 hits)
  - 822:   100.0000 percent of the time (13653 hits)
  - 823:   100.0000 percent of the time (13653 hits)
  - 824:   100.0000 percent of the time (13653 hits)
  - 825:   100.0000 percent of the time (13653 hits)
  - 826:   100.0000 percent of the time (13653 hits)
  - 827:   100.0000 percent of the time (13653 hits)
  - 828:   100.0000 percent of the time (13653 hits)
  - 829:   100.0000 percent of the time (13653 hits)
  - 830:   100.0000 percent of the time (13653 hits)
  - 831:   100.0000 percent of the time (13653 hits)
  - 832:   100.0000 percent of the time (13653 hits)
  - 833:   100.0000 percent of the time (13653 hits)
  - 834:   100.0000 percent of the time (13653 hits)
  - 835:   100.0000 percent of the time (13653 hits)
  - 836:   100.0000 percent of the time (13653 hits)
  - 837:   100.0000 percent of the time (13653 hits)
  - 838:   100.0000 percent of the time (13653 hits)
  - 839:   100.0000 percent of the time (13653 hits)
  - 840:   100.0000 percent of the time (13653 hits)
  - 841:   100.0000 percent of the time (13653 hits)
  - 842:   100.0000 percent of the time (13653 hits)
  - 843:   100.0000 percent of the time (13653 hits)
  - 844:   100.0000 percent of the time (13653 hits)
  - 845:   100.0000 percent of the time (13653 hits)
  - 846:   100.0000 percent of the time (13653 hits)
  - 847:   100.0000 percent of the time (13653 hits)
  - 848:   100.0000 percent of the time (13653 hits)
  - 849:   100.0000 percent of the time (13653 hits)
  - 850:   100.0000 percent of the time (13653 hits)
  - 851:   100.0000 percent of the time (13653 hits)
  - 852:   100.0000 percent of the time (13653 hits)
  - 853:   100.0000 percent of the time (13653 hits)
  - 854:   100.0000 percent of the time (13653 hits)
  - 855:   100.0000 percent of the time (13653 hits)
  - 856:   100.0000 percent of the time (13653 hits)
  - 857:   100.0000 percent of the time (13653 hits)
  - 858:   100.0000 percent of the time (13653 hits)
  - 859:   100.0000 percent of the time (13653 hits)
  - 860:   100.0000 percent of the time (13653 hits)
  - 861:   100.0000 percent of the time (13653 hits)
  - 862:   100.0000 percent of the time (13653 hits)
  - 863:   100.0000 percent of the time (13653 hits)
  - 864:   100.0000 percent of the time (13653 hits)
  - 865:   100.0000 percent of the time (13653 hits)
  - 866:   100.0000 percent of the time (13653 hits)
  - 867:   100.0000 percent of the time (13653 hits)
  - 868:   100.0000 percent of the time (13653 hits)
  - 869:   100.0000 percent of the time (13653 hits)
  - 870:   100.0000 percent of the time (13653 hits)
  - 871:   100.0000 percent of the time (13653 hits)
  - 872:   100.0000 percent of the time (13653 hits)
  - 873:   100.0000 percent of the time (13653 hits)
  - 874:   100.0000 percent of the time (13653 hits)
  - 875:   100.0000 percent of the time (13653 hits)
  - 876:   100.0000 percent of the time (13653 hits)
  - 877:   100.0000 percent of the time (13653 hits)
  - 878:   100.0000 percent of the time (13653 hits)
  - 879:   100.0000 percent of the time (13653 hits)
  - 880:   100.0000 percent of the time (13653 hits)
  - 881:   100.0000 percent of the time (13653 hits)
  - 882:   100.0000 percent of the time (13653 hits)
  - 883:   100.0000 percent of the time (13653 hits)
  - 884:   100.0000 percent of the time (13653 hits)
  - 885:   100.0000 percent of the time (13653 hits)
  - 886:   100.0000 percent of the time (13653 hits)
  - 887:   100.0000 percent of the time (13653 hits)
  - 888:   100.0000 percent of the time (13653 hits)
  - 889:   100.0000 percent of the time (13653 hits)
  - 890:   100.0000 percent of the time (13653 hits)
  - 891:   100.0000 percent of the time (13653 hits)
  - 892:   100.0000 percent of the time (13653 hits)
  - 893:   100.0000 percent of the time (13653 hits)
  - 894:   100.0000 percent of the time (13653 hits)
  - 895:   100.0000 percent of the time (13653 hits)
  - 896:   100.0000 percent of the time (13653 hits)
  - 897:   100.0000 percent of the time (13653 hits)
  - 898:   100.0000 percent of the time (13653 hits)
  - 899:   100.0000 percent of the time (13653 hits)
  - 900:   100.0000 percent of the time (13653 hits)
  - 901:   100.0000 percent of the time (13653 hits)
  - 902:   100.0000 percent of the time (13653 hits)
  - 903:   100.0000 percent of the time (13653 hits)
  - 904:   100.0000 percent of the time (13653 hits)
  - 905:   100.0000 percent of the time (13653 hits)
  - 906:   100.0000 percent of the time (13653 hits)
  - 907:   100.0000 percent of the time (13653 hits)
  - 908:   100.0000 percent of the time (13653 hits)
  - 909:   100.0000 percent of the time (13653 hits)
  - 910:   100.0000 percent of the time (13653 hits)
  - 911:   100.0000 percent of the time (13653 hits)
  - 912:   100.0000 percent of the time (13653 hits)
  - 913:   100.0000 percent of the time (13653 hits)
  - 914:   100.0000 percent of the time (13653 hits)
  - 915:   100.0000 percent of the time (13653 hits)
  - 916:   100.0000 percent of the time (13653 hits)
  - 917:   100.0000 percent of the time (13653 hits)
  - 918:   100.0000 percent of the time (13653 hits)
  - 919:   100.0000 percent of the time (13653 hits)
  - 920:   100.0000 percent of the time (13653 hits)
  - 921:   100.0000 percent of the time (13653 hits)
  - 922:   100.0000 percent of the time (13653 hits)
  - 923:   100.0000 percent of the time (13653 hits)
  - 924:   100.0000 percent of the time (13653 hits)
  - 925:   100.0000 percent of the time (13653 hits)
  - 926:   100.0000 percent of the time (13653 hits)
  - 927:   100.0000 percent of the time (13653 hits)
  - 928:   100.0000 percent of the time (13653 hits)
  - 929:   100.0000 percent of the time (13653 hits)
  - 930:   100.0000 percent of the time (13653 hits)
  - 931:   100.0000 percent of the time (13653 hits)
  - 932:   100.0000 percent of the time (13653 hits)
  - 933:   100.0000 percent of the time (13653 hits)
  - 934:   100.0000 percent of the time (13653 hits)
  - 935:   100.0000 percent of the time (13653 hits)
  - 936:   100.0000 percent of the time (13653 hits)
  - 937:   100.0000 percent of the time (13653 hits)
  - 938:   100.0000 percent of the time (13653 hits)
  - 939:   100.0000 percent of the time (13653 hits)
  - 940:   100.0000 percent of the time (13653 hits)
  - 941:   100.0000 percent of the time (13653 hits)
  - 942:   100.0000 percent of the time (13653 hits)
  - 943:   100.0000 percent of the time (13653 hits)
  - 944:   100.0000 percent of the time (13653 hits)
  - 945:   100.0000 percent of the time (13653 hits)
  - 946:   100.0000 percent of the time (13653 hits)
  - 947:   100.0000 percent of the time (13653 hits)
  - 948:   100.0000 percent of the time (13653 hits)
  - 949:   100.0000 percent of the time (13653 hits)
  - 950:   100.0000 percent of the time (13653 hits)
  - 951:   100.0000 percent of the time (13653 hits)
  - 952:   100.0000 percent of the time (13653 hits)
  - 953:   100.0000 percent of the time (13653 hits)
  - 954:   100.0000 percent of the time (13653 hits)
  - 955:   100.0000 percent of the time (13653 hits)
  - 956:   100.0000 percent of the time (13653 hits)
  - 957:   100.0000 percent of the time (13653 hits)
  - 958:   100.0000 percent of the time (13653 hits)
  - 959:   100.0000 percent of the time (13653 hits)
  - 960:   100.0000 percent of the time (13653 hits)
  - 961:   100.0000 percent of the time (13653 hits)
  - 962:   100.0000 percent of the time (13653 hits)
  - 963:   100.0000 percent of the time (13653 hits)
  - 964:   100.0000 percent of the time (13653 hits)
  - 965:   100.0000 percent of the time (13653 hits)
  - 966:   100.0000 percent of the time (13653 hits)
  - 967:   100.0000 percent of the time (13653 hits)
  - 968:   100.0000 percent of the time (13653 hits)
  - 969:   100.0000 percent of the time (13653 hits)
  - 970:   100.0000 percent of the time (13653 hits)
  - 971:   100.0000 percent of the time (13653 hits)
  - 972:   100.0000 percent of the time (13653 hits)
  - 973:   100.0000 percent of the time (13653 hits)
  - 974:   100.0000 percent of the time (13653 hits)
  - 975:   100.0000 percent of the time (13653 hits)
  - 976:   100.0000 percent of the time (13653 hits)
  - 977:   100.0000 percent of the time (13653 hits)
  - 978:   100.0000 percent of the time (13653 hits)
  - 979:   100.0000 percent of the time (13653 hits)
  - 980:   100.0000 percent of the time (13653 hits)
  - 981:   100.0000 percent of the time (13653 hits)
  - 982:   100.0000 percent of the time (13653 hits)
  - 983:   100.0000 percent of the time (13653 hits)
  - 984:   100.0000 percent of the time (13653 hits)
  - 985:   100.0000 percent of the time (13653 hits)
  - 986:   100.0000 percent of the time (13653 hits)
  - 987:   100.0000 percent of the time (13653 hits)
  - 988:   100.0000 percent of the time (13653 hits)
  - 989:   100.0000 percent of the time (13653 hits)
  - 990:   100.0000 percent of the time (13653 hits)
  - 991:   100.0000 percent of the time (13653 hits)
  - 992:   100.0000 percent of the time (13653 hits)
  - 993:   100.0000 percent of the time (13653 hits)
  - 994:   100.0000 percent of the time (13653 hits)
  - 995:   100.0000 percent of the time (13653 hits)
  - 996:   100.0000 percent of the time (13653 hits)
  - 997:   100.0000 percent of the time (13653 hits)
  - 998:   100.0000 percent of the time (13653 hits)
  - 999:   100.0000 percent of the time (13653 hits)
  - 1000:   100.0000 percent of the time (13653 hits)

List of observed molecules (H) that passed the conditions:

  -  1:   100.0000 percent of the time (13653 hits)
  -  2:   100.0000 percent of the time (13653 hits)
  -  3:    99.9854 percent of the time (13651 hits)
  -  4:   100.0000 percent of the time (13653 hits)
  -  5:   100.0000 percent of the time (13653 hits)
  -  6:   100.0000 percent of the time (13653 hits)
  -  7:   100.0000 percent of the time (13653 hits)
  -  8:   100.0000 percent of the time (13653 hits)
  -  9:   100.0000 percent of the time (13653 hits)
  - 10:   100.0000 percent of the time (13653 hits)
  - 11:   100.0000 percent of the time (13653 hits)
  - 12:   100.0000 percent of the time (13653 hits)
  - 13:   100.0000 percent of the time (13653 hits)
  - 14:   100.0000 percent of the time (13653 hits)
  - 15:   100.0000 percent of the time (13653 hits)
  - 16:   100.0000 percent of the time (13653 hits)
  - 17:   100.0000 percent of the time (13653 hits)
  - 18:   100.0000 percent of the time (13653 hits)
  - 19:   100.0000 percent of the time (13653 hits)
  - 20:   100.0000 percent of the time (13653 hits)
  - 21:   100.0000 percent of the time (13653 hits)
  - 22:   100.0000 percent of the time (13653 hits)
  - 23:   100.0000 percent of the time (13653 hits)
  - 24:   100.0000 percent of the time (13653 hits)
  - 25:   100.0000 percent of the time (13653 hits)
  - 26:   100.0000 percent of the time (13653 hits)
  - 27:   100.0000 percent of the time (13653 hits)
  - 28:   100.0000 percent of the time (13653 hits)
  - 29:   100.0000 percent of the time (13653 hits)
  - 30:   100.0000 percent of the time (13653 hits)
  - 31:   100.0000 percent of the time (13653 hits)
  - 32:   100.0000 percent of the time (13653 hits)
  - 33:   100.0000 percent of the time (13653 hits)
  - 34:   100.0000 percent of the time (13653 hits)
  - 35:   100.0000 percent of the time (13653 hits)
  - 36:   100.0000 percent of the time (13653 hits)
  - 37:   100.0000 percent of the time (13653 hits)
  - 38:   100.0000 percent of the time (13653 hits)
  - 39:   100.0000 percent of the time (13653 hits)
  - 40:   100.0000 percent of the time (13653 hits)
  - 41:   100.0000 percent of the time (13653 hits)
  - 42:   100.0000 percent of the time (13653 hits)
  - 43:    20.2227 percent of the time (2761 hits)
  - 44:   100.0000 percent of the time (13653 hits)
  - 45:   100.0000 percent of the time (13653 hits)
  - 46:   100.0000 percent of the time (13653 hits)
  - 47:    80.0630 percent of the time (10931 hits)
  - 49:   100.0000 percent of the time (13653 hits)
  - 50:   100.0000 percent of the time (13653 hits)
  - 51:   100.0000 percent of the time (13653 hits)
  - 52:   100.0000 percent of the time (13653 hits)
  - 53:   100.0000 percent of the time (13653 hits)
  - 54:   100.0000 percent of the time (13653 hits)
  - 55:   100.0000 percent of the time (13653 hits)
  - 56:   100.0000 percent of the time (13653 hits)
  - 57:   100.0000 percent of the time (13653 hits)
  - 58:   100.0000 percent of the time (13653 hits)
  - 59:   100.0000 percent of the time (13653 hits)
  - 60:   100.0000 percent of the time (13653 hits)
  - 61:   100.0000 percent of the time (13653 hits)
  - 62:   100.0000 percent of the time (13653 hits)
  - 63:   100.0000 percent of the time (13653 hits)
  - 64:   100.0000 percent of the time (13653 hits)
  - 65:   100.0000 percent of the time (13653 hits)
  - 66:    99.9927 percent of the time (13652 hits)
  - 67:   100.0000 percent of the time (13653 hits)
  - 68:   100.0000 percent of the time (13653 hits)
  - 69:    40.9507 percent of the time (5591 hits)
  - 70:    99.9854 percent of the time (13651 hits)
  - 71:    99.9414 percent of the time (13645 hits)
  - 72:    90.2219 percent of the time (12318 hits)
  - 73:    99.9927 percent of the time (13652 hits)
  - 74:   100.0000 percent of the time (13653 hits)
  - 75:   100.0000 percent of the time (13653 hits)
  - 76:   100.0000 percent of the time (13653 hits)
  - 77:     1.5454 percent of the time (211 hits)
  - 78:    99.7949 percent of the time (13625 hits)
  - 79:    99.9194 percent of the time (13642 hits)
  - 81:   100.0000 percent of the time (13653 hits)
  - 82:   100.0000 percent of the time (13653 hits)
  - 83:   100.0000 percent of the time (13653 hits)
  - 84:   100.0000 percent of the time (13653 hits)
  - 85:   100.0000 percent of the time (13653 hits)
  - 86:   100.0000 percent of the time (13653 hits)
  - 87:   100.0000 percent of the time (13653 hits)
  - 88:   100.0000 percent of the time (13653 hits)
  - 89:    99.9927 percent of the time (13652 hits)
  - 90:   100.0000 percent of the time (13653 hits)
  - 91:   100.0000 percent of the time (13653 hits)
  - 92:    68.0437 percent of the time (9290 hits)
  - 93:    99.9854 percent of the time (13651 hits)
  - 94:    99.9854 percent of the time (13651 hits)
  - 95:     0.0220 percent of the time (3 hits)
  - 96:   100.0000 percent of the time (13653 hits)
  - 97:    87.1237 percent of the time (11895 hits)
  - 98:    99.9561 percent of the time (13647 hits)
  - 99:    95.0121 percent of the time (12972 hits)
  - 100:   100.0000 percent of the time (13653 hits)
  - 101:   100.0000 percent of the time (13653 hits)
  - 102:    99.9927 percent of the time (13652 hits)
  - 103:    99.8022 percent of the time (13626 hits)
  - 104:   100.0000 percent of the time (13653 hits)
  - 105:   100.0000 percent of the time (13653 hits)
  - 106:    72.8851 percent of the time (9951 hits)
  - 107:    99.9854 percent of the time (13651 hits)
  - 108:    35.6845 percent of the time (4872 hits)
  - 109:    60.8950 percent of the time (8314 hits)
  - 110:   100.0000 percent of the time (13653 hits)
  - 111:    99.9927 percent of the time (13652 hits)
  - 112:   100.0000 percent of the time (13653 hits)
  - 113:   100.0000 percent of the time (13653 hits)
  - 114:    99.9854 percent of the time (13651 hits)
  - 115:   100.0000 percent of the time (13653 hits)
  - 116:    40.4014 percent of the time (5516 hits)
  - 117:    99.9487 percent of the time (13646 hits)
  - 118:   100.0000 percent of the time (13653 hits)
  - 119:   100.0000 percent of the time (13653 hits)
  - 120:   100.0000 percent of the time (13653 hits)
  - 121:   100.0000 percent of the time (13653 hits)
  - 122:   100.0000 percent of the time (13653 hits)
  - 123:   100.0000 percent of the time (13653 hits)
  - 125:   100.0000 percent of the time (13653 hits)
  - 126:   100.0000 percent of the time (13653 hits)
  - 127:     0.7398 percent of the time (101 hits)
  - 128:   100.0000 percent of the time (13653 hits)
  - 129:   100.0000 percent of the time (13653 hits)
  - 130:   100.0000 percent of the time (13653 hits)
  - 131:   100.0000 percent of the time (13653 hits)
  - 132:   100.0000 percent of the time (13653 hits)
  - 133:    55.7753 percent of the time (7615 hits)
  - 134:   100.0000 percent of the time (13653 hits)
  - 135:   100.0000 percent of the time (13653 hits)
  - 136:   100.0000 percent of the time (13653 hits)
  - 137:   100.0000 percent of the time (13653 hits)
  - 138:     4.2921 percent of the time (586 hits)
  - 139:   100.0000 percent of the time (13653 hits)
  - 140:   100.0000 percent of the time (13653 hits)
  - 141:     8.9797 percent of the time (1226 hits)
  - 142:   100.0000 percent of the time (13653 hits)
  - 143:   100.0000 percent of the time (13653 hits)
  - 144:    38.7827 percent of the time (5295 hits)
  - 145:   100.0000 percent of the time (13653 hits)
  - 146:    99.9707 percent of the time (13649 hits)
  - 147:   100.0000 percent of the time (13653 hits)
  - 148:    95.4589 percent of the time (13033 hits)
  - 149:   100.0000 percent of the time (13653 hits)
  - 150:   100.0000 percent of the time (13653 hits)
  - 151:     0.0146 percent of the time (2 hits)
  - 152:   100.0000 percent of the time (13653 hits)
  - 153:    99.9707 percent of the time (13649 hits)
  - 154:     9.5437 percent of the time (1303 hits)
  - 155:    83.9962 percent of the time (11468 hits)
  - 156:   100.0000 percent of the time (13653 hits)
  - 157:   100.0000 percent of the time (13653 hits)
  - 158:    99.9927 percent of the time (13652 hits)
  - 159:    99.9634 percent of the time (13648 hits)
  - 160:   100.0000 percent of the time (13653 hits)
  - 161:    74.3646 percent of the time (10153 hits)
