
>>> Condition Data >>>

    6511551 of 4400220000 molecules passed the conditions (0.15 percent).
  - 60:   100.0000 percent of the time (20001 hits)
  - 61:   100.0000 percent of the time (20001 hits)
  - 62:   100.0000 percent of the time (20001 hits)
  - 63:   100.0000 percent of the time (20001 hits)
  - 64:   100.0000 percent of the time (20001 hits)
  - 65:   100.0000 percent of the time (20001 hits)
  - 66:   100.0000 percent of the time (20001 hits)
  - 67:   100.0000 percent of the time (20001 hits)
  - 68:   100.0000 percent of the time (20001 hits)
  - 69:   100.0000 percent of the time (20001 hits)
  - 70:   100.0000 percent of the time (20001 hits)
  - 71:   100.0000 percent of the time (20001 hits)
  - 72:   100.0000 percent of the time (20001 hits)
  - 73:   100.0000 percent of the time (20001 hits)
  - 74:   100.0000 percent of the time (20001 hits)
  - 75:   100.0000 percent of the time (20001 hits)
  - 76:   100.0000 percent of the time (20001 hits)
  - 77:   100.0000 percent of the time (20001 hits)
  - 78:   100.0000 percent of the time (20001 hits)
  - 79:   100.0000 percent of the time (20001 hits)
  - 80:   100.0000 percent of the time (20001 hits)
  - 81:   100.0000 percent of the time (20001 hits)
  - 82:   100.0000 percent of the time (20001 hits)
  - 83:   100.0000 percent of the time (20001 hits)
  - 84:   100.0000 percent of the time (20001 hits)
  - 85:   100.0000 percent of the time (20001 hits)
  - 86:   100.0000 percent of the time (20001 hits)
  - 87:   100.0000 percent of the time (20001 hits)
  - 88:   100.0000 percent of the time (20001 hits)
  - 89:   100.0000 percent of the time (20001 hits)
  - 90:   100.0000 percent of the time (20001 hits)
  - 91:   100.0000 percent of the time (20001 hits)
  - 92:   100.0000 percent of the time (20001 hits)
  - 93:   100.0000 percent of the time (20001 hits)
  - 94:   100.0000 percent of the time (20001 hits)
  - 95:   100.0000 percent of the time (20001 hits)
  - 96:   100.0000 percent of the time (20001 hits)
  - 97:   100.0000 percent of the time (20001 hits)
  - 98:   100.0000 percent of the time (20001 hits)
  - 99:   100.0000 percent of the time (20001 hits)
  - 100:   100.0000 percent of the time (20001 hits)

List of observed molecules (H) that passed the conditions:

  -  1:     6.1247 percent of the time (1225 hits)
  -  2:     2.4649 percent of the time (493 hits)
  -  3:    11.1244 percent of the time (2225 hits)
  -  4:     5.7897 percent of the time (1158 hits)
  -  5:     7.4996 percent of the time (1500 hits)
  -  6:     6.5897 percent of the time (1318 hits)
  -  7:     0.8550 percent of the time (171 hits)
  -  8:     0.0300 percent of the time (6 hits)
  - 10:     0.0900 percent of the time (18 hits)
  - 11:     3.9048 percent of the time (781 hits)
  - 12:     2.1249 percent of the time (425 hits)
  - 13:     0.0050 percent of the time (1 hits)
  - 14:     0.0250 percent of the time (5 hits)
  - 15:     2.4549 percent of the time (491 hits)
  - 16:     9.9395 percent of the time (1988 hits)
  - 17:     9.7345 percent of the time (1947 hits)
  - 19:     3.0748 percent of the time (615 hits)
  - 20:   100.0000 percent of the time (20001 hits)
  - 21:     5.5047 percent of the time (1101 hits)
  - 22:     2.4649 percent of the time (493 hits)
  - 23:     0.0150 percent of the time (3 hits)
  - 24:     0.6800 percent of the time (136 hits)
  - 25:     1.7799 percent of the time (356 hits)
  - 26:     7.1046 percent of the time (1421 hits)
  - 27:    13.6193 percent of the time (2724 hits)
  - 28:     9.8945 percent of the time (1979 hits)
  - 29:     2.6549 percent of the time (531 hits)
  - 30:     2.1449 percent of the time (429 hits)
  - 31:     0.0600 percent of the time (12 hits)
  - 33:     0.0300 percent of the time (6 hits)
  - 34:     0.6550 percent of the time (131 hits)
  - 35:     0.0800 percent of the time (16 hits)
  - 39:    10.5895 percent of the time (2118 hits)
  - 40:     9.1845 percent of the time (1837 hits)
  - 41:    24.2888 percent of the time (4858 hits)
  - 42:    13.7943 percent of the time (2759 hits)
  - 43:   100.0000 percent of the time (20001 hits)
  - 44:     3.2998 percent of the time (660 hits)
  - 45:     1.5499 percent of the time (310 hits)
  - 46:    93.2603 percent of the time (18653 hits)
  - 47:     1.0699 percent of the time (214 hits)
  - 48:   100.0000 percent of the time (20001 hits)
  - 49:     9.2495 percent of the time (1850 hits)
  - 50:     9.5045 percent of the time (1901 hits)
  - 52:     0.0050 percent of the time (1 hits)
  - 53:     1.1599 percent of the time (232 hits)
  - 54:     3.6448 percent of the time (729 hits)
  - 57:     0.4950 percent of the time (99 hits)
  - 58:     3.1248 percent of the time (625 hits)
  - 59:     1.0249 percent of the time (205 hits)
  - 60:     0.5700 percent of the time (114 hits)
  - 61:     9.9945 percent of the time (1999 hits)
  - 62:    24.3438 percent of the time (4869 hits)
  - 63:    11.1794 percent of the time (2236 hits)
  - 64:    13.1593 percent of the time (2632 hits)
  - 65:     6.2647 percent of the time (1253 hits)
  - 66:     5.1947 percent of the time (1039 hits)
  - 67:     1.4299 percent of the time (286 hits)
  - 68:     5.2497 percent of the time (1050 hits)
  - 69:     4.1798 percent of the time (836 hits)
  - 71:     3.8048 percent of the time (761 hits)
  - 73:     4.7448 percent of the time (949 hits)
  - 75:     7.1446 percent of the time (1429 hits)
  - 76:     5.6097 percent of the time (1122 hits)
  - 77:   100.0000 percent of the time (20001 hits)
  - 78:    24.8688 percent of the time (4974 hits)
  - 79:     3.9998 percent of the time (800 hits)
  - 80:   100.0000 percent of the time (20001 hits)
  - 81:     2.4799 percent of the time (496 hits)
  - 82:     5.0797 percent of the time (1016 hits)
  - 83:     3.3598 percent of the time (672 hits)
  - 84:     1.5399 percent of the time (308 hits)
  - 85:     2.3149 percent of the time (463 hits)
  - 86:     1.4399 percent of the time (288 hits)
  - 87:     8.1896 percent of the time (1638 hits)
  - 89:    12.6294 percent of the time (2526 hits)
  - 90:     1.5149 percent of the time (303 hits)
  - 93:    13.7693 percent of the time (2754 hits)
  - 94:    12.4044 percent of the time (2481 hits)
  - 95:   100.0000 percent of the time (20001 hits)
  - 96:     3.0248 percent of the time (605 hits)
  - 97:     5.2997 percent of the time (1060 hits)
  - 98:    15.2592 percent of the time (3052 hits)
  - 99:    14.5893 percent of the time (2918 hits)
  - 100:    21.3889 percent of the time (4278 hits)
  - 101:    19.6240 percent of the time (3925 hits)
  - 102:     0.0200 percent of the time (4 hits)
  - 103:     0.0100 percent of the time (2 hits)
  - 104:     2.4499 percent of the time (490 hits)
  - 105:     5.2397 percent of the time (1048 hits)
  - 106:     4.3798 percent of the time (876 hits)
  - 107:     1.0599 percent of the time (212 hits)
  - 108:     0.5300 percent of the time (106 hits)
  - 109:     9.3145 percent of the time (1863 hits)
  - 111:     0.0700 percent of the time (14 hits)
  - 112:     0.0300 percent of the time (6 hits)
  - 113:     0.0100 percent of the time (2 hits)
  - 114:     1.1649 percent of the time (233 hits)
  - 115:     5.8347 percent of the time (1167 hits)
  - 116:   100.0000 percent of the time (20001 hits)
  - 117:     0.3450 percent of the time (69 hits)
  - 118:     0.1650 percent of the time (33 hits)
  - 119:     0.5250 percent of the time (105 hits)
  - 120:     5.9197 percent of the time (1184 hits)
  - 121:    12.4244 percent of the time (2485 hits)
  - 122:     3.4098 percent of the time (682 hits)
  - 123:     8.1796 percent of the time (1636 hits)
  - 124:    99.1600 percent of the time (19833 hits)
  - 125:    40.2930 percent of the time (8059 hits)
  - 126:    61.1519 percent of the time (12231 hits)
  - 127:   100.0000 percent of the time (20001 hits)
  - 128:     0.2650 percent of the time (53 hits)
  - 129:     0.6550 percent of the time (131 hits)
  - 130:     2.8849 percent of the time (577 hits)
  - 134:    17.8141 percent of the time (3563 hits)
  - 135:    22.8789 percent of the time (4576 hits)
  - 136:     7.0396 percent of the time (1408 hits)
  - 137:     5.7897 percent of the time (1158 hits)
  - 138:   100.0000 percent of the time (20001 hits)
  - 139:     0.3150 percent of the time (63 hits)
  - 140:    10.7795 percent of the time (2156 hits)
  - 141:   100.0000 percent of the time (20001 hits)
  - 142:     4.7448 percent of the time (949 hits)
  - 143:     6.6847 percent of the time (1337 hits)
  - 144:   100.0000 percent of the time (20001 hits)
  - 145:     1.1349 percent of the time (227 hits)
  - 146:     1.7649 percent of the time (353 hits)
  - 147:     2.4249 percent of the time (485 hits)
  - 148:     2.6499 percent of the time (530 hits)
  - 151:   100.0000 percent of the time (20001 hits)
  - 152:     7.3596 percent of the time (1472 hits)
  - 153:    12.5044 percent of the time (2501 hits)
  - 154:     9.3395 percent of the time (1868 hits)
  - 155:     1.2699 percent of the time (254 hits)
  - 156:   100.0000 percent of the time (20001 hits)
  - 157:     0.0150 percent of the time (3 hits)
  - 158:     6.8147 percent of the time (1363 hits)
  - 159:     1.9899 percent of the time (398 hits)
  - 161:     7.3446 percent of the time (1469 hits)
  - 162:     3.9448 percent of the time (789 hits)
  - 163:     0.0450 percent of the time (9 hits)
  - 164:     1.7099 percent of the time (342 hits)
  - 165:     0.3650 percent of the time (73 hits)
  - 166:     3.0698 percent of the time (614 hits)
  - 168:     0.1250 percent of the time (25 hits)
  - 169:     0.1250 percent of the time (25 hits)
  - 170:     9.3595 percent of the time (1872 hits)
  - 171:    12.0244 percent of the time (2405 hits)
  - 172:     1.2549 percent of the time (251 hits)
  - 173:    26.1737 percent of the time (5235 hits)
  - 174:    26.0187 percent of the time (5204 hits)
  - 175:    10.6645 percent of the time (2133 hits)
  - 176:    24.8588 percent of the time (4972 hits)
  - 177:    13.9093 percent of the time (2782 hits)
  - 178:    14.2393 percent of the time (2848 hits)
  - 179:    16.9642 percent of the time (3393 hits)
  - 180:     8.0696 percent of the time (1614 hits)
  - 181:     8.1946 percent of the time (1639 hits)
  - 182:    12.8044 percent of the time (2561 hits)
  - 183:     3.5798 percent of the time (716 hits)
  - 184:     2.3149 percent of the time (463 hits)
  - 185:     0.3700 percent of the time (74 hits)
  - 186:     0.8250 percent of the time (165 hits)
  - 187:   100.0000 percent of the time (20001 hits)
  - 188:     0.8700 percent of the time (174 hits)
  - 189:     0.5650 percent of the time (113 hits)
  - 190:     0.0100 percent of the time (2 hits)
  - 191:     2.0299 percent of the time (406 hits)
  - 192:     7.4446 percent of the time (1489 hits)
  - 193:    11.0394 percent of the time (2208 hits)
  - 194:     3.8498 percent of the time (770 hits)
  - 195:     3.0148 percent of the time (603 hits)
  - 196:     3.8798 percent of the time (776 hits)
  - 197:     3.1098 percent of the time (622 hits)
  - 198:    16.6092 percent of the time (3322 hits)
  - 201:     1.2599 percent of the time (252 hits)
  - 202:     0.7450 percent of the time (149 hits)
  - 205:     0.1800 percent of the time (36 hits)
  - 206:     1.9949 percent of the time (399 hits)
  - 207:     6.7197 percent of the time (1344 hits)
  - 208:     3.4398 percent of the time (688 hits)
  - 209:     0.1300 percent of the time (26 hits)
  - 210:     2.4149 percent of the time (483 hits)
  - 211:     0.2000 percent of the time (40 hits)
  - 212:     2.3049 percent of the time (461 hits)
  - 213:     1.4849 percent of the time (297 hits)
  - 214:     0.2900 percent of the time (58 hits)
  - 215:     1.9949 percent of the time (399 hits)
  - 216:     0.9950 percent of the time (199 hits)
  - 217:    16.9592 percent of the time (3392 hits)
  - 218:   100.0000 percent of the time (20001 hits)
  - 219:     0.9650 percent of the time (193 hits)
  - 220:     0.2300 percent of the time (46 hits)
  - 221:     4.0398 percent of the time (808 hits)
  - 222:     0.8450 percent of the time (169 hits)
  - 223:     0.9250 percent of the time (185 hits)
  - 224:     5.6247 percent of the time (1125 hits)
  - 225:     5.2947 percent of the time (1059 hits)
  - 226:     4.3998 percent of the time (880 hits)
  - 227:     9.2545 percent of the time (1851 hits)
  - 228:     2.5899 percent of the time (518 hits)
  - 229:     4.0998 percent of the time (820 hits)
  - 230:     2.3899 percent of the time (478 hits)
  - 231:     0.7200 percent of the time (144 hits)
  - 232:     1.8299 percent of the time (366 hits)
  - 233:     0.1100 percent of the time (22 hits)
  - 235:     6.8597 percent of the time (1372 hits)
  - 236:    79.2610 percent of the time (15853 hits)
  - 237:   100.0000 percent of the time (20001 hits)
  - 238:    15.1792 percent of the time (3036 hits)
  - 239:    10.4145 percent of the time (2083 hits)
  - 240:   100.0000 percent of the time (20001 hits)
  - 241:     6.8497 percent of the time (1370 hits)
  - 242:     1.2649 percent of the time (253 hits)
  - 243:     1.4899 percent of the time (298 hits)
  - 244:     1.3249 percent of the time (265 hits)
  - 245:     3.2748 percent of the time (655 hits)
  - 246:     4.9148 percent of the time (983 hits)
  - 248:     1.8949 percent of the time (379 hits)
  - 249:     0.1500 percent of the time (30 hits)
  - 250:     2.1199 percent of the time (424 hits)
  - 255:     1.8199 percent of the time (364 hits)
  - 256:     0.6200 percent of the time (124 hits)
  - 257:    25.8587 percent of the time (5172 hits)
  - 258:    11.4044 percent of the time (2281 hits)
  - 259:    57.6021 percent of the time (11521 hits)
  - 260:    10.3745 percent of the time (2075 hits)
  - 261:     3.6748 percent of the time (735 hits)
  - 262:     4.7298 percent of the time (946 hits)
  - 263:     0.8200 percent of the time (164 hits)
  - 264:     5.9647 percent of the time (1193 hits)
  - 265:     2.5449 percent of the time (509 hits)
  - 266:     3.3098 percent of the time (662 hits)
  - 267:     6.3797 percent of the time (1276 hits)
  - 268:     1.1699 percent of the time (234 hits)
  - 269:     0.2650 percent of the time (53 hits)
  - 271:   100.0000 percent of the time (20001 hits)
  - 272:     0.2450 percent of the time (49 hits)
  - 273:     7.0846 percent of the time (1417 hits)
  - 274:     3.6798 percent of the time (736 hits)
  - 275:     3.7948 percent of the time (759 hits)
  - 276:     0.3900 percent of the time (78 hits)
  - 280:     6.1997 percent of the time (1240 hits)
  - 281:     5.0147 percent of the time (1003 hits)
  - 282:     1.0199 percent of the time (204 hits)
  - 283:     2.2849 percent of the time (457 hits)
  - 284:   100.0000 percent of the time (20001 hits)
  - 285:     1.8349 percent of the time (367 hits)
  - 286:    11.8794 percent of the time (2376 hits)
  - 287:     2.6649 percent of the time (533 hits)
  - 288:     5.8647 percent of the time (1173 hits)
  - 289:     1.7299 percent of the time (346 hits)
  - 290:     0.6700 percent of the time (134 hits)
  - 291:    10.4245 percent of the time (2085 hits)
  - 292:     9.8145 percent of the time (1963 hits)
  - 293:     9.9495 percent of the time (1990 hits)
  - 294:    21.0039 percent of the time (4201 hits)
  - 295:     7.8496 percent of the time (1570 hits)
  - 296:    10.3495 percent of the time (2070 hits)
  - 297:    11.3644 percent of the time (2273 hits)
  - 298:     0.2800 percent of the time (56 hits)
  - 299:     2.2099 percent of the time (442 hits)
  - 300:     4.1248 percent of the time (825 hits)
  - 301:    21.7589 percent of the time (4352 hits)
  - 302:     5.1297 percent of the time (1026 hits)
  - 303:     4.2398 percent of the time (848 hits)
  - 304:     7.6746 percent of the time (1535 hits)
  - 305:    14.9143 percent of the time (2983 hits)
  - 306:     5.7947 percent of the time (1159 hits)
  - 307:     0.6650 percent of the time (133 hits)
  - 308:     0.9000 percent of the time (180 hits)
  - 309:     0.9950 percent of the time (199 hits)
  - 310:     1.6899 percent of the time (338 hits)
  - 311:     2.0849 percent of the time (417 hits)
  - 312:   100.0000 percent of the time (20001 hits)
  - 313:     0.0700 percent of the time (14 hits)
  - 314:     2.2899 percent of the time (458 hits)
  - 315:     7.4446 percent of the time (1489 hits)
  - 316:     5.0597 percent of the time (1012 hits)
  - 317:     3.0548 percent of the time (611 hits)
  - 318:     7.7996 percent of the time (1560 hits)
  - 319:    72.1014 percent of the time (14421 hits)
  - 320:     4.7898 percent of the time (958 hits)
  - 321:     1.5749 percent of the time (315 hits)
  - 322:     2.5499 percent of the time (510 hits)
  - 323:     2.1949 percent of the time (439 hits)
  - 324:     3.7798 percent of the time (756 hits)
  - 325:     6.1547 percent of the time (1231 hits)
  - 326:    20.4790 percent of the time (4096 hits)
  - 327:    15.7842 percent of the time (3157 hits)
  - 328:    31.5784 percent of the time (6316 hits)
  - 329:    16.5742 percent of the time (3315 hits)
  - 330:    11.2544 percent of the time (2251 hits)
  - 331:    10.5695 percent of the time (2114 hits)
  - 332:     9.2645 percent of the time (1853 hits)
  - 334:     0.0500 percent of the time (10 hits)
  - 335:     2.3949 percent of the time (479 hits)
  - 336:    20.8440 percent of the time (4169 hits)
  - 337:   100.0000 percent of the time (20001 hits)
  - 338:     0.3350 percent of the time (67 hits)
  - 339:     0.6900 percent of the time (138 hits)
  - 340:     0.9350 percent of the time (187 hits)
  - 341:     1.5049 percent of the time (301 hits)
  - 342:    12.1294 percent of the time (2426 hits)
  - 343:    12.7444 percent of the time (2549 hits)
  - 344:     3.0798 percent of the time (616 hits)
  - 345:     1.3349 percent of the time (267 hits)
  - 346:     0.0650 percent of the time (13 hits)
  - 347:     2.6899 percent of the time (538 hits)
  - 348:    31.3184 percent of the time (6264 hits)
  - 349:    20.8940 percent of the time (4179 hits)
  - 350:     1.5149 percent of the time (303 hits)
  - 351:     0.2400 percent of the time (48 hits)
  - 352:     5.4197 percent of the time (1084 hits)
  - 353:     5.3297 percent of the time (1066 hits)
  - 354:     2.7099 percent of the time (542 hits)
  - 355:     9.1095 percent of the time (1822 hits)
  - 356:     0.3600 percent of the time (72 hits)
  - 357:     0.1000 percent of the time (20 hits)
  - 358:   100.0000 percent of the time (20001 hits)
  - 359:     4.5248 percent of the time (905 hits)
  - 360:    26.5037 percent of the time (5301 hits)
  - 361:    29.2335 percent of the time (5847 hits)
  - 362:     7.3096 percent of the time (1462 hits)
  - 363:     5.8647 percent of the time (1173 hits)
  - 364:     1.7999 percent of the time (360 hits)
  - 365:     0.4650 percent of the time (93 hits)
  - 366:     1.4449 percent of the time (289 hits)
  - 367:     2.7949 percent of the time (559 hits)
  - 368:     2.6399 percent of the time (528 hits)
  - 369:    11.9944 percent of the time (2399 hits)
  - 370:     8.7796 percent of the time (1756 hits)
  - 371:     6.5447 percent of the time (1309 hits)
  - 372:     0.0300 percent of the time (6 hits)
  - 373:   100.0000 percent of the time (20001 hits)
  - 374:     1.2249 percent of the time (245 hits)
  - 375:     0.3450 percent of the time (69 hits)
  - 376:     4.3098 percent of the time (862 hits)
  - 377:     8.1246 percent of the time (1625 hits)
  - 378:    11.1644 percent of the time (2233 hits)
  - 379:     0.3950 percent of the time (79 hits)
  - 380:    12.2494 percent of the time (2450 hits)
  - 381:     8.7596 percent of the time (1752 hits)
  - 382:     5.8847 percent of the time (1177 hits)
  - 383:     3.1098 percent of the time (622 hits)
  - 386:    43.9178 percent of the time (8784 hits)
  - 387:     0.2350 percent of the time (47 hits)
  - 388:     1.0349 percent of the time (207 hits)
  - 390:    10.0745 percent of the time (2015 hits)
  - 391:     0.9450 percent of the time (189 hits)
  - 392:    99.7150 percent of the time (19944 hits)
  - 393:     6.6297 percent of the time (1326 hits)
  - 395:     8.0046 percent of the time (1601 hits)
  - 398:     5.9447 percent of the time (1189 hits)
  - 399:     0.6250 percent of the time (125 hits)
  - 400:     0.5200 percent of the time (104 hits)
  - 401:    11.6994 percent of the time (2340 hits)
  - 402:     9.8895 percent of the time (1978 hits)
  - 403:     0.2400 percent of the time (48 hits)
  - 404:     0.0250 percent of the time (5 hits)
  - 405:     1.3099 percent of the time (262 hits)
  - 406:    16.8292 percent of the time (3366 hits)
  - 407:     0.4100 percent of the time (82 hits)
  - 411:     9.2495 percent of the time (1850 hits)
  - 412:     5.1297 percent of the time (1026 hits)
  - 413:     0.7500 percent of the time (150 hits)
  - 414:     5.6447 percent of the time (1129 hits)
  - 415:   100.0000 percent of the time (20001 hits)
  - 416:     0.1250 percent of the time (25 hits)
  - 417:    99.9950 percent of the time (20000 hits)
  - 418:    14.9093 percent of the time (2982 hits)
  - 419:    34.3633 percent of the time (6873 hits)
  - 420:     9.6395 percent of the time (1928 hits)
  - 421:    30.0285 percent of the time (6006 hits)
  - 422:    98.9901 percent of the time (19799 hits)
  - 423:     4.9248 percent of the time (985 hits)
  - 424:     3.5398 percent of the time (708 hits)
  - 425:     4.6248 percent of the time (925 hits)
  - 426:     0.5500 percent of the time (110 hits)
  - 427:    13.7643 percent of the time (2753 hits)
  - 429:     7.8496 percent of the time (1570 hits)
  - 430:     6.3797 percent of the time (1276 hits)
  - 431:     0.0200 percent of the time (4 hits)
  - 432:     0.6500 percent of the time (130 hits)
  - 433:     1.3949 percent of the time (279 hits)
  - 434:     4.0398 percent of the time (808 hits)
  - 435:     1.2999 percent of the time (260 hits)
  - 436:    12.4994 percent of the time (2500 hits)
  - 437:     5.9147 percent of the time (1183 hits)
  - 438:     9.1445 percent of the time (1829 hits)
  - 439:    11.3294 percent of the time (2266 hits)
  - 440:     7.7496 percent of the time (1550 hits)
  - 441:     9.5545 percent of the time (1911 hits)
  - 442:    10.0245 percent of the time (2005 hits)
  - 443:    40.3230 percent of the time (8065 hits)
  - 444:   100.0000 percent of the time (20001 hits)
  - 445:     6.9047 percent of the time (1381 hits)
  - 446:     0.4950 percent of the time (99 hits)
  - 447:    18.9391 percent of the time (3788 hits)
  - 448:     1.9549 percent of the time (391 hits)
  - 449:    10.9145 percent of the time (2183 hits)
  - 450:    10.9995 percent of the time (2200 hits)
  - 451:     6.5397 percent of the time (1308 hits)
  - 452:     3.7598 percent of the time (752 hits)
  - 453:     1.3449 percent of the time (269 hits)
  - 454:     1.2699 percent of the time (254 hits)
  - 455:     5.7597 percent of the time (1152 hits)
  - 456:     5.9197 percent of the time (1184 hits)
  - 457:     3.8198 percent of the time (764 hits)
  - 458:     7.9896 percent of the time (1598 hits)
  - 459:     2.4699 percent of the time (494 hits)
  - 460:     4.4648 percent of the time (893 hits)
  - 461:    43.4778 percent of the time (8696 hits)
  - 462:    63.4768 percent of the time (12696 hits)
  - 463:     6.6297 percent of the time (1326 hits)
  - 464:    14.9743 percent of the time (2995 hits)
  - 465:     1.8099 percent of the time (362 hits)
  - 466:     2.1699 percent of the time (434 hits)
  - 467:   100.0000 percent of the time (20001 hits)
  - 468:     3.6498 percent of the time (730 hits)
  - 469:     5.2147 percent of the time (1043 hits)
  - 470:     7.6346 percent of the time (1527 hits)
  - 471:    10.7695 percent of the time (2154 hits)
  - 472:    25.1137 percent of the time (5023 hits)
  - 473:    21.6839 percent of the time (4337 hits)
  - 475:     0.5550 percent of the time (111 hits)
  - 476:   100.0000 percent of the time (20001 hits)
  - 477:     4.6648 percent of the time (933 hits)
  - 478:     1.7949 percent of the time (359 hits)
  - 479:     6.1047 percent of the time (1221 hits)
  - 480:     5.2247 percent of the time (1045 hits)
  - 481:    20.5240 percent of the time (4105 hits)
  - 482:     9.3695 percent of the time (1874 hits)
  - 483:     1.4349 percent of the time (287 hits)
  - 484:     0.6300 percent of the time (126 hits)
  - 485:     0.0850 percent of the time (17 hits)
  - 486:     0.2950 percent of the time (59 hits)
  - 487:     5.6797 percent of the time (1136 hits)
  - 488:     2.8549 percent of the time (571 hits)
  - 489:    24.3788 percent of the time (4876 hits)
  - 490:    20.1090 percent of the time (4022 hits)
  - 491:     1.9549 percent of the time (391 hits)
  - 492:     4.9998 percent of the time (1000 hits)
  - 493:     0.2150 percent of the time (43 hits)
  - 494:     1.2399 percent of the time (248 hits)
  - 495:     0.1100 percent of the time (22 hits)
  - 499:     1.2899 percent of the time (258 hits)
  - 500:     3.1348 percent of the time (627 hits)
  - 501:    12.9544 percent of the time (2591 hits)
  - 502:    28.4236 percent of the time (5685 hits)
  - 503:     0.5750 percent of the time (115 hits)
  - 504:     0.7250 percent of the time (145 hits)
  - 505:    14.0993 percent of the time (2820 hits)
  - 506:    17.1291 percent of the time (3426 hits)
  - 507:     2.1699 percent of the time (434 hits)
  - 508:   100.0000 percent of the time (20001 hits)
  - 509:    19.2340 percent of the time (3847 hits)
  - 510:    11.1444 percent of the time (2229 hits)
  - 511:    41.7329 percent of the time (8347 hits)
  - 512:    12.1594 percent of the time (2432 hits)
  - 513:    10.4545 percent of the time (2091 hits)
  - 514:     0.0200 percent of the time (4 hits)
  - 515:     0.1350 percent of the time (27 hits)
  - 516:     4.6448 percent of the time (929 hits)
  - 517:    15.5092 percent of the time (3102 hits)
  - 519:     3.4598 percent of the time (692 hits)
  - 520:     0.0200 percent of the time (4 hits)
  - 521:     0.1950 percent of the time (39 hits)
  - 522:     0.4350 percent of the time (87 hits)
  - 523:   100.0000 percent of the time (20001 hits)
  - 524:     4.0848 percent of the time (817 hits)
  - 525:     2.4949 percent of the time (499 hits)
  - 526:     1.7349 percent of the time (347 hits)
  - 527:     0.9800 percent of the time (196 hits)
  - 528:     0.5150 percent of the time (103 hits)
  - 529:     5.9247 percent of the time (1185 hits)
  - 530:    13.3793 percent of the time (2676 hits)
  - 531:    24.4588 percent of the time (4892 hits)
  - 532:   100.0000 percent of the time (20001 hits)
  - 533:    98.4651 percent of the time (19694 hits)
  - 534:     0.5600 percent of the time (112 hits)
  - 535:     2.0349 percent of the time (407 hits)
  - 536:    21.0139 percent of the time (4203 hits)
  - 537:    21.6339 percent of the time (4327 hits)
  - 538:    11.3244 percent of the time (2265 hits)
  - 539:     3.3548 percent of the time (671 hits)
  - 540:    16.2692 percent of the time (3254 hits)
  - 541:     2.8649 percent of the time (573 hits)
